date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:27:44	21379/21379	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:44%20GMT	http://new.rapiditltd.net/Supplier-Manage	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Supplier-Manage.html	(from http://new.rapiditltd.net/Dashboard)
22:27:45	20942/20942	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:44%20GMT	http://new.rapiditltd.net/Supplier-Due	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Supplier-Due.html	(from http://new.rapiditltd.net/Dashboard)
22:27:45	25094/25094	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:45%20GMT	http://new.rapiditltd.net/Purchase-Add	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Purchase-Add.html	(from http://new.rapiditltd.net/Dashboard)
22:27:45	21724/21724	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:45%20GMT	http://new.rapiditltd.net/Purchase-Manage	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Purchase-Manage.html	(from http://new.rapiditltd.net/Dashboard)
22:27:46	24944/24944	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:45%20GMT	http://new.rapiditltd.net/Return-Add	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Return-Add.html	(from http://new.rapiditltd.net/Dashboard)
22:27:46	21376/21376	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:46%20GMT	http://new.rapiditltd.net/Stock-Return	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Stock-Return.html	(from http://new.rapiditltd.net/Dashboard)
22:27:46	21379/21379	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:46%20GMT	http://new.rapiditltd.net/Supplier-Return	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Supplier-Return.html	(from http://new.rapiditltd.net/Dashboard)
22:27:46	21380/21380	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:46%20GMT	http://new.rapiditltd.net/Wastage-Return	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Wastage-Return.html	(from http://new.rapiditltd.net/Dashboard)
22:27:47	22560/22560	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:47%20GMT	http://new.rapiditltd.net/Add-Payment	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Add-Payment.html	(from http://new.rapiditltd.net/Dashboard)
22:27:47	21389/21389	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:47%20GMT	http://new.rapiditltd.net/Manage-Payment	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Manage-Payment.html	(from http://new.rapiditltd.net/Dashboard)
22:27:47	21791/21791	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:47%20GMT	http://new.rapiditltd.net/Expense-Category-Add	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Expense-Category-Add.html	(from http://new.rapiditltd.net/Dashboard)
22:27:48	25413/25413	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:47%20GMT	http://new.rapiditltd.net/Add-Expense	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Add-Expense.html	(from http://new.rapiditltd.net/Dashboard)
22:27:48	22044/22044	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:48%20GMT	http://new.rapiditltd.net/Stock-Report	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Stock-Report.html	(from http://new.rapiditltd.net/Dashboard)
22:27:48	21638/21638	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:48%20GMT	http://new.rapiditltd.net/Today-Sales-Report	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Today-Sales-Report.html	(from http://new.rapiditltd.net/Dashboard)
22:27:48	21644/21644	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:48%20GMT	http://new.rapiditltd.net/Monthly-Sales-Report	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Monthly-Sales-Report.html	(from http://new.rapiditltd.net/Dashboard)
22:27:49	21644/21644	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:49%20GMT	http://new.rapiditltd.net/Today-Purchase-Report	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Today-Purchase-Report.html	(from http://new.rapiditltd.net/Dashboard)
22:27:49	21650/21650	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:49%20GMT	http://new.rapiditltd.net/Monthly-Purchase-Report	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Monthly-Purchase-Report.html	(from http://new.rapiditltd.net/Dashboard)
22:27:49	21646/21646	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:49%20GMT	http://new.rapiditltd.net/Total-Sale-Report	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Total-Sale-Report.html	(from http://new.rapiditltd.net/Dashboard)
22:27:50	21646/21646	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:49%20GMT	http://new.rapiditltd.net/Total-Purchase-Report	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Total-Purchase-Report.html	(from http://new.rapiditltd.net/Dashboard)
22:27:50	20994/20994	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:50%20GMT	http://new.rapiditltd.net/Total-Expense-Report	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Total-Expense-Report.html	(from http://new.rapiditltd.net/Dashboard)
22:27:50	20299/20299	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:50%20GMT	http://new.rapiditltd.net/Total-Profit-Report	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Total-Profit-Report.html	(from http://new.rapiditltd.net/Dashboard)
22:27:51	22341/22341	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:50%20GMT	http://new.rapiditltd.net/Add-User	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Add-User.html	(from http://new.rapiditltd.net/Dashboard)
22:27:51	21414/21414	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:51%20GMT	http://new.rapiditltd.net/Manage-User	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Manage-User.html	(from http://new.rapiditltd.net/Dashboard)
22:27:51	29629/29629	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:51%20GMT	http://new.rapiditltd.net/Role-Permission	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Role-Permission.html	(from http://new.rapiditltd.net/Dashboard)
22:27:52	21375/21375	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:51%20GMT	http://new.rapiditltd.net/Add-Bank	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Add-Bank.html	(from http://new.rapiditltd.net/Dashboard)
22:27:52	22179/22179	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:52%20GMT	http://new.rapiditltd.net/Bank-Transaction	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Bank-Transaction.html	(from http://new.rapiditltd.net/Dashboard)
22:27:52	21276/21276	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:52%20GMT	http://new.rapiditltd.net/Bank-Manage	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Bank-Manage.html	(from http://new.rapiditltd.net/Dashboard)
22:27:52	21440/21440	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:52%20GMT	http://new.rapiditltd.net/Create-Barcode	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Create-Barcode.html	(from http://new.rapiditltd.net/Dashboard)
22:27:53	21699/21699	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:52%20GMT	http://new.rapiditltd.net/Barcode-List	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Barcode-List.html	(from http://new.rapiditltd.net/Dashboard)
22:27:53	23213/23213	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:53%20GMT	http://new.rapiditltd.net/Barcode-Print	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Barcode-Print.html	(from http://new.rapiditltd.net/Dashboard)
22:27:53	26724/26724	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:53%20GMT	http://new.rapiditltd.net/Barcode-Settings	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Barcode-Settings.html	(from http://new.rapiditltd.net/Dashboard)
22:27:53	22153/22153	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:53%20GMT	http://new.rapiditltd.net/All-Settings	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/All-Settings.html	(from http://new.rapiditltd.net/Dashboard)
22:27:54	22322/22322	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Jun%202021%2016:27:53%20GMT	http://new.rapiditltd.net/Admin-Profile	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/Admin-Profile.html	(from http://new.rapiditltd.net/Dashboard)
22:27:54	22374/22374	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202019%2016:26:30%20GMT	http://new.rapiditltd.net/assets/images/faces/face1.jpg	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/images/faces/face1.jpg	(from http://new.rapiditltd.net/Dashboard)
22:27:54	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:27:54%20GMT	http://new.rapiditltd.net/pages/general/profile.html	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/pages/general/profile.html	(from http://new.rapiditltd.net/Dashboard)
22:27:55	6124/6124	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2003%20Nov%202019%2022:56:54%20GMT	http://new.rapiditltd.net/assets/js/template.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/js/template.js	(from http://new.rapiditltd.net/Dashboard)
22:27:57	72489/72489	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Sep%202019%2014:38:42%20GMT	http://new.rapiditltd.net/assets/vendors/feather-icons/feather.min.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/feather-icons/feather.min.js	(from http://new.rapiditltd.net/Dashboard)
22:28:01	62084/62084	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2028%20Aug%202019%2020:40:52%20GMT	http://new.rapiditltd.net/assets/fonts/feather-font/fonts/feathere8ab.eot?t=1525787366991	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/fonts/feather-font/fonts/feathere8abe8ab.eot	(from http://new.rapiditltd.net/assets/fonts/feather-font/css/iconfont.css)
22:28:01	29500/29500	---M--	200	added ('OK')	font/woff	date:Wed,%2028%20Aug%202019%2020:40:52%20GMT	http://new.rapiditltd.net/assets/fonts/feather-font/fonts/feathere8ab.woff?t=1525787366991	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/fonts/feather-font/fonts/feathere8abe8ab.woff	(from http://new.rapiditltd.net/assets/fonts/feather-font/css/iconfont.css)
22:28:01	185673/185673	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2004%20Apr%202019%2017:25:50%20GMT	http://new.rapiditltd.net/assets/vendors/core/core.js	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/vendors/core/core.js	(from http://new.rapiditltd.net/Dashboard)
22:28:01	213926/213926	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2028%20Aug%202019%2020:40:52%20GMT	http://new.rapiditltd.net/assets/fonts/feather-font/fonts/feathere8ab.svg?t=1525787366991	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/fonts/feather-font/fonts/feathere8abe8ab.svg	(from http://new.rapiditltd.net/assets/fonts/feather-font/css/iconfont.css)
22:28:03	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:02%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Regular.eot	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Regular.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:03	61920/61920	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2028%20Aug%202019%2020:40:52%20GMT	http://new.rapiditltd.net/assets/fonts/feather-font/fonts/feathere8ab.ttf?t=1525787366991	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/assets/fonts/feather-font/fonts/feathere8abe8ab.ttf	(from http://new.rapiditltd.net/assets/fonts/feather-font/css/iconfont.css)
22:28:03	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:03%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Regulard41d.eot?	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Regulard41dd41d.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:03	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:03%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Regular.html	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Regular-2.html	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:04	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:04%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Regular.woff	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Regular.woff	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:04	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:04%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Regular.ttf	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Regular.ttf	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:04	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:04%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-SemiBold.eot	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-SemiBold.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:04	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:04%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-SemiBoldd41d.eot?	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-SemiBoldd41dd41d.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:05	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:05%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-SemiBold.html	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-SemiBold-2.html	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:05	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:05%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-SemiBold.woff	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-SemiBold.woff	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:05	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:05%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-SemiBold.ttf	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-SemiBold.ttf	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:06	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:05%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Italic.eot	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Italic.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:06	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:06%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Italicd41d.eot?	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Italicd41dd41d.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:06	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:06%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Italic.html	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Italic-2.html	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:06	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:06%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Italic.woff	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Italic.woff	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:07	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:06%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Italic.ttf	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Italic.ttf	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:07	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:07%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Light.eot	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Light.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:08	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:07%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Lightd41d.eot?	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Lightd41dd41d.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:08	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:08%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Light.html	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Light-2.html	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:08	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:08%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Light.woff	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Light.woff	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:08	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:08%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Light.ttf	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Light.ttf	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:09	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:08%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-ExtraBold.eot	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-ExtraBold.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:09	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:09%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-ExtraBoldd41d.eot?	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-ExtraBoldd41dd41d.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:09	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:09%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-ExtraBold.html	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-ExtraBold-2.html	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:09	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:09%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-ExtraBold.woff	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-ExtraBold.woff	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:10	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:10%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-ExtraBold.ttf	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-ExtraBold.ttf	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:10	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:10%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Bold.eot	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Bold.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:10	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:10%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Boldd41d.eot?	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Boldd41dd41d.eot	(from http://new.rapiditltd.net/assets/css/style.css)
22:28:11	1351/1351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Jun%202021%2016:28:10%20GMT	http://new.rapiditltd.net/fonts/overpass/Overpass-Bold.html	C:/Users/HOPE/Desktop/POS/new.rapiditltd.net/fonts/overpass/Overpass-Bold-2.html	(from http://new.rapiditltd.net/assets/css/style.css)
